time,x,y,yaw,v,omega
1627645130.5451574,0.0,0.0,-0.5123654079583093,0.0,-0.002449209103360772
1627645130.577308,0.0,0.0,-0.5123634962971295,0.0,5.7798442867351696e-05
1627645130.5913217,0.0,0.0,-0.5125487736299992,0.0,-0.004027200862765312
1627645130.6634793,0.0,0.0,-0.5124183879910962,0.0,0.003724438836798072
1627645130.687111,0.0,0.0,-0.5125243113842278,0.0,-0.0015131065156310797
1627645130.7350085,0.0,0.0,-0.5124552431250717,0.0,0.0020933873020112514
1627645130.7919445,0.0,0.0,-0.5124023664133449,0.0,0.0014685922069475055
1627645130.8174822,0.0,0.0,-0.5124613810374222,0.0,-0.0017373000737279654
1627645130.8660977,0.0,0.0,-0.5123809352078035,0.0,0.002300739288330078
1627645130.8859901,0.0,0.0,-0.5124073082747168,0.0,-0.0005388746503740549
1627645130.9385023,0.0,0.0,-0.5123761885701957,0.0,0.0009151066187769175
1627645130.958106,0.0,0.0,-0.5122448201143022,0.0,0.00279507739469409
1627645131.0089188,0.0,0.0,-0.5123488273459496,0.0,-0.0031518214382231236
1627645131.0405076,0.0,0.0,-0.5124219123718798,0.0,-0.0015885933535173535
1627645131.089812,0.0,0.0,-0.5124121587485064,0.0,0.0002944108273368329
1627645131.1347158,0.0,0.0,-0.512425410426157,0.0,-0.0001945916301338002
1627645131.1834223,0.0,0.0,-0.5123766176890294,0.0,0.0015255063772201538
1627645131.228361,0.0,0.0,-0.5123551602911249,0.0,0.0006502324831672013
1627645131.271565,0.0,0.0,-0.512479314561545,0.0,-0.0036516610998660326
1627645131.3152518,0.0,0.0,-0.5123696991375133,0.0,0.003321604337543249
1627645131.3634515,0.0,0.0,-0.5123092683770818,0.0,0.001185080618597567
1627645131.4072473,0.0,0.0,-0.5123336642702127,0.0,-0.0007636845111846924
1627645131.451591,0.0,0.0,-0.5123682429199412,0.0,-0.0005761782522313297
1627645131.451606,0.0,0.0,-0.5123138848114632,0.0,0.006794929504394531
1627645131.4953184,0.0,0.0,-0.5123579301821123,0.0,-0.001295524532906711
1627645131.5036185,0.0,0.0,-0.5123728594207952,0.0,-0.0002980232238769531
1627645131.5532904,0.0,0.0,-0.5123901682432784,0.0,-0.0005256045842543244
1627645131.598158,0.0,0.0,-0.5123856167869543,0.0,7.171183824539185e-05
1627645131.651129,0.0,0.0,-0.5123776711183563,0.0,0.0002477318048477173
1627645131.6958613,0.0,0.0,-0.5123697642012011,0.0,0.00024022477737162262
1627645131.7397168,0.0,0.0,-0.5122631817932908,0.0,0.0031345030292868614
1627645131.7838182,0.0,0.0,-0.5123169799877947,0.0,-0.0016801059246063232
1627645131.7838311,0.0,0.0,-0.512172063561667,0.0,0.00295712030492723
1627645131.8317213,0.0,0.0,-0.5123020509546167,0.0,-0.003939324989914894
1627645131.876459,0.0,0.0,-0.5123428584626329,0.0,-0.0012372479541227221
1627645131.9201064,0.0,0.0,-0.5121965236956394,0.0,0.0043055592104792595
1627645131.9635773,0.0,0.0,-0.512306433456498,0.0,-0.0032344285864382982
1627645132.0116363,0.0,0.0,-0.5124318736188803,0.0,-0.0025081634521484375
1627645132.05573,0.0,0.0,-0.5123810002717144,0.0,0.0015424959128722548
1627645132.1038115,0.0,0.0,-0.5123667603752478,0.0,0.00042987591587007046
1627645132.103821,0.0,0.0,-0.5123780351734908,0.0,-0.0003129243850708008
