time,v,omega
1627304529.8032162,0.0,0.0
1627304533.0057511,0.11578947305679321,-0.22960227727890015
1627304533.1058793,0.11578947305679321,0.030103426426649094
1627304533.2054389,0.11578947305679321,0.009724116884171961
1627304533.3062549,0.11578947305679321,-0.009762979112565517
1627304533.4059277,0.11578947305679321,-0.027244554832577705
1627304533.506439,0.11578947305679321,-0.014022720046341417
1627304533.6056867,0.11578947305679321,-0.0016172050964087248
1627304533.7058618,0.11578947305679321,0.12926071882247928
1627304533.8056211,0.11578947305679321,0.09730346500873564
1627304533.9060118,0.11578947305679321,-0.14459891617298126
1627304534.005708,0.11578947305679321,0.14381089806556704
1627304534.1057997,0.11578947305679321,-0.03645889088511467
1627304534.2057087,0.11578947305679321,-0.04282088205218315
1627304534.3068604,0.11578947305679321,0.05270248651504516
1627304534.4054728,0.11578947305679321,0.03510221838951111
1627304534.505688,0.11578947305679321,0.006731034722179174
1627304534.6066139,0.11578947305679321,0.1609133630990982
1627304534.7056868,0.11578947305679321,-0.02003331109881401
1627304534.805614,0.11578947305679321,-0.08742763847112656
1627304534.9060254,0.11578947305679321,-0.20999367535114288
1627304535.0065534,0.11578947305679321,-0.2423066645860672
1627304535.1071527,0.11578947305679321,-0.23320150375366208
1627304535.2054827,0.11578947305679321,-0.465233027935028
1627304535.3056035,0.11578947305679321,-0.4475565552711487
1627304535.405562,0.11578947305679321,-0.7019249200820924
1627304535.506087,0.11578947305679321,-0.7180100083351134
1627304535.605506,0.11578947305679321,-0.8337239027023315
1627304535.706129,0.11578947305679321,-0.9382454752922058
1627304535.8107984,0.11578947305679321,-0.8410853743553163
1627304535.9063528,0.12736842036247253,-1.0702099800109863
1627304536.0065055,0.11578947305679321,-1.153424620628357
1627304536.1063595,0.11578947305679321,-1.14864182472229
1627304536.2066965,0.13894736766815186,-1.14864182472229
1627304536.3067918,0.15052631497383118,-1.288752555847168
1627304536.408501,0.15052631497383118,-1.4312419891357422
1627304536.5077703,0.1621052622795105,-1.4328693151474
1627304536.6084743,0.2199999988079071,-1.4556615352630615
1627304536.7081842,0.2199999988079071,-1.4556615352630615
1627304536.808888,0.20842105150222778,-1.1380509138107302
1627304536.9093456,0.2199999988079071,-1.1943620443344116
1627304537.0095663,0.18526315689086914,-1.1167523860931396
1627304537.1102395,0.2199999988079071,-0.994949460029602
1627304537.2086005,0.20842105150222778,-0.9406726360321045
1627304537.309841,0.20842105150222778,-0.9406726360321045
1627304537.4066212,0.20842105150222778,-0.7386800646781921
1627304537.5074081,0.20842105150222778,-0.6679988503456115
1627304537.6063404,0.20842105150222778,-0.6679988503456115
1627304537.706475,0.17368420958518982,-0.5905633568763733
1627304537.806732,0.17368420958518982,-0.5905633568763733
1627304537.9063056,0.17368420958518982,-0.49391400814056396
1627304538.0056517,0.2199999988079071,-0.3564354181289673
1627304538.1059513,0.19684210419654846,-0.3728456795215606
1627304538.2058907,0.2199999988079071,-0.19802848994731903
1627304538.3056915,0.2199999988079071,-0.19802848994731903
1627304538.4053857,0.12736842036247253,-0.17319436371326447
1627304538.505412,0.11578947305679321,-0.11466313898563385
1627304538.6052618,0.17368420958518982,-0.1278557926416397
1627304538.7062023,0.11578947305679321,-0.04594429209828377
1627304538.8050652,0.11578947305679321,-0.04594429209828377
1627304538.9053032,0.17368420958518982,-0.01186226587742567
1627304539.0086715,0.11578947305679321,0.05031050369143486
1627304539.1061893,0.11578947305679321,0.05031050369143486
1627304539.2052553,0.18526315689086914,0.20590649545192716
1627304539.3062942,0.2199999988079071,0.27863749861717224
1627304539.4054444,0.2199999988079071,0.27863749861717224
1627304539.5051057,0.20842105150222778,0.2258705198764801
1627304539.6051793,0.19684210419654846,0.21757699549198148
1627304539.7056077,0.19684210419654846,0.14920957386493686
1627304539.8058734,0.2199999988079071,0.22060291469097137
1627304539.9071429,0.2199999988079071,0.11101169884204863
1627304540.0054505,0.20842105150222778,0.16724629700183868
1627304540.1053429,0.19684210419654846,0.23363028466701508
1627304540.2051315,0.20842105150222778,-0.029470454901456836
1627304540.3053532,0.2199999988079071,-0.06436581909656525
1627304540.4049776,0.20842105150222778,-0.16554997861385345
1627304540.5051146,0.2199999988079071,-0.09791740775108337
1627304540.6052787,0.2199999988079071,-0.1460210531949997
1627304540.7054436,0.20842105150222778,-0.09576882421970367
1627304540.8070035,0.20842105150222778,-0.14752107858657837
1627304540.9060893,0.2199999988079071,-0.05556730926036835
1627304541.0054078,0.20842105150222778,0.0030638163443654776
1627304541.1057951,0.2199999988079071,-0.01236924063414335
1627304541.2054036,0.2199999988079071,0.0764353796839714
1627304541.3053546,0.2199999988079071,0.08865164965391159
1627304541.4056969,0.20842105150222778,0.08518593758344649
1627304541.5075881,0.19684210419654846,0.08961134403944016
1627304541.6053963,0.2199999988079071,0.08970028907060623
1627304541.705494,0.2199999988079071,0.10160005837678909
