time,v,omega
1629116870.087246,0.9913147929644647,0.15278816100620216
1629116871.7445884,1.0,0.7116018906954051
1629116872.6672187,1.0,0.17677271197449035
1629116872.860005,1.0,-0.006717018903556447
1629116873.5774825,1.0,1.0
1629116874.9931917,1.0,0.12046178101474987
1629116875.1866062,0.9937730407138848,-0.08516459998491428
1629116875.6524909,0.9887717190916168,0.33001545627175
1629116876.5565906,0.9983117883850919,0.14246894297936322
1629116879.7088544,0.9913174626648582,0.8878207711075781
1629116883.314299,1.0,-1.0
1629116884.3837726,1.0,0.2085818690918071
1629116885.1859956,1.0,-1.0
1629116887.4440324,0.9971587850666844,1.0
1629116887.4834714,1.0,0.6397756346735209
1629116888.0175734,0.9994480895702141,0.6940188857355798
1629116888.180546,0.9855545706831189,0.7114737870650402
1629116888.1945672,1.0,0.7843958645439535
1629116890.7225404,1.0,0.34504045953985396
1629116892.196142,1.0,0.7758534955281315
1629116893.2188501,0.993540646311666,-0.16155413519438094
1629116893.6335185,0.9886689259085876,0.29475364251713093
1629116898.479249,1.0,1.0
1629116901.2884283,0.9894541928411946,1.0
1629116903.837562,0.981370390259487,-1.0
1629116905.9505413,1.0,1.0
1629116907.4632041,1.0,0.14266371047822946
1629116910.4457448,-0.00771143864093863,0.878702096745762
1629116910.559078,0.01434985973460749,1.0
1629116912.0535703,0.9889147489435004,-0.7897408626457
1629116913.187049,0.0010408989972227566,-0.7429050369664145
1629116913.6983037,0.7624546559481862,-0.5940300917374345
1629116914.8291743,1.0,0.21042086477894112
1629116916.1516657,-0.010436693920735356,0.1313415917002573
1629116916.8587627,-0.9947177272917115,-0.3640156025449471
1629116918.9903812,0.012466154209449593,0.20331831748409313
