time,v,omega
1627645365.5933743,0.09704861608171497,0.0
1627645365.7934582,0.09704861608171497,0.0
1627645365.9953911,0.09704861608171497,0.0
1627645366.194543,0.09704861608171497,0.0
1627645366.3984432,0.09704861608171497,0.0
1627645366.595451,0.09704861608171497,0.0
1627645366.7980597,0.09704861608171497,0.0
1627645367.000263,0.09704861608171497,0.0
1627645367.1974812,0.09704861608171497,0.0
1627645367.401066,0.09704861608171497,0.0
1627645367.6066463,0.09704861608171497,0.0
1627645367.800624,0.09704861608171497,0.0
1627645368.0006778,0.09704861608171497,0.0
1627645368.2023656,0.09704861608171497,0.0
1627645368.4057248,0.09704861608171497,0.0
1627645368.6020012,0.09704861608171497,0.0
1627645368.8056023,0.09704861608171497,0.0
1627645369.0104988,0.09704861608171497,0.0
1627645369.2099361,0.09704861608171497,0.0
1627645369.4086006,0.09704861608171497,0.0
1627645369.6073818,0.09704861608171497,0.0
1627645369.8147008,0.09704861608171497,0.0
1627645370.0098884,0.09704861608171497,0.0
1627645370.2110374,0.09704861608171497,0.0
1627645370.4146318,0.09704861608171497,0.0
1627645370.6129706,0.09704861608171497,0.0
1627645370.81477,0.09704861608171497,0.0
1627645371.013365,0.09704861608171497,0.0
1627645371.2180007,0.09704861608171497,0.0
1627645371.4148977,0.09704861608171497,0.0
1627645371.6170223,0.09704861608171497,0.0
1627645371.8203268,0.09704861608171497,0.0
1627645372.0253787,0.09704861608171497,0.0
1627645372.2228093,0.09704861608171497,0.0
1627645372.4236612,0.09704861608171497,0.0
1627645372.6253948,0.09704861608171497,0.0
1627645372.8251066,0.09704861608171497,0.0
1627645373.023427,0.09704861608171497,0.0
1627645373.2235105,0.09704861608171497,0.0
1627645373.4274929,0.09704861608171497,0.0
1627645373.8260663,0.09704861608171497,0.0
1627645374.0257463,0.09704861608171497,0.0
1627645374.2309303,0.09704861608171497,0.0
1627645374.4270463,0.09704861608171497,0.0
1627645374.6275194,0.09704861608171497,0.0
1627645374.8333082,0.09704861608171497,0.0
1627645375.031855,0.09704861608171497,0.0
1627645375.2302861,0.09704861608171497,0.0
1627645375.432217,0.09704861608171497,0.0
1627645375.6339808,0.09704861608171497,0.0
1627645375.8341422,0.09704861608171497,0.0
1627645376.0331252,0.09704861608171497,0.0
1627645376.2388968,0.09704861608171497,0.0
1627645376.4365222,0.09704861608171497,0.0
1627645376.6370864,0.09704861608171497,0.0
1627645376.8383486,0.09704861608171497,0.0
1627645377.0382526,0.09704861608171497,0.0
1627645377.2393425,0.09704861608171497,0.0
1627645377.4388752,0.09704861608171497,0.0
1627645377.639256,0.09704861608171497,0.0
1627645377.8418503,0.09704861608171497,0.0
1627645378.0406635,0.09704861608171497,0.0
1627645378.242206,0.09704861608171497,0.0
1627645378.4424093,0.09704861608171497,0.0
1627645378.648342,0.09704861608171497,0.0
1627645378.8467543,0.09704861608171497,0.0
1627645379.2460332,0.09704861608171497,0.0
1627645379.4474132,0.09704861608171497,0.0
1627645379.6459055,0.09704893220925093,5.644971157181544e-10
1627645379.8456392,0.09704913259433012,2.748961058784971e-10
1627645380.0509336,0.0970490602117427,6.82625067582876e-11
1627645380.250483,0.09704854132778051,-7.279510327862226e-12
