time,x,y,yaw,v,omega
1627645364.2983692,0.0,0.0,-0.7076647279642208,0.0,0.0029439106583595276
1627645364.3172166,0.0,0.0,-0.7076092499399956,0.0,0.0015854835510253906
1627645364.3384323,0.0,0.0,-0.7078328519274438,0.0,-0.003855803981423378
1627645364.4039586,0.0,0.0,-0.7077217835256516,0.0,0.003471970558166504
1627645364.4467812,0.0,0.0,-0.7076114190621929,0.0,0.003153085708618164
1627645364.4742155,0.0,0.0,-0.7073886023743506,0.0,0.003842444159090519
1627645364.5279112,0.0,0.0,-0.7075224089760587,0.0,-0.004180707037448883
1627645364.5522132,0.0,0.0,-0.7077142227198103,0.0,-0.003366093849763274
1627645364.5986886,0.0,0.0,-0.7076435152322099,0.0,0.002210959792137146
1627645364.6175537,0.0,0.0,-0.7075041041243035,0.0,0.003485381603240967
1627645364.6639462,0.0,0.0,-0.7076069041964652,0.0,-0.0032139942049980164
1627645364.7122793,0.0,0.0,-0.7076083733888046,0.0,-4.087175693712197e-05
1627645364.740715,0.0,0.0,-0.7075237394590318,0.0,0.0024876173119992018
1627645364.7826958,0.0,0.0,-0.7075854838552899,0.0,-0.0017642974853515625
1627645364.8272712,0.0,0.0,-0.7076662665220589,0.0,-0.0018348748562857509
1627645364.8712509,0.0,0.0,-0.7076325242856796,0.0,0.001022309996187687
1627645364.9151766,0.0,0.0,-0.707667704355507,0.0,-0.0007985667907632887
1627645364.9591684,0.0,0.0,-0.7076439692062162,0.0,0.0007431954145431519
1627645365.0032043,0.0,0.0,-0.7075902066976166,0.0,0.0016273874789476395
1627645365.0032177,0.0,0.0,-0.7076580752507353,0.0,-0.0018324401462450624
1627645365.0472336,0.0,0.0,-0.7076130648798935,0.0,0.0014062970876693726
1627645365.073044,0.0,0.0,-0.7076013047792682,0.0,0.0003354889922775328
1627645365.115182,0.0,0.0,-0.7076644126626472,0.0,-0.0017533699283376336
1627645365.1598802,0.0,0.0,-0.7076399462163943,0.0,0.0007423487841151655
1627645365.1598914,0.0,0.0,-0.7074889836008932,0.0,0.0034313311334699392
1627645365.2053525,0.0,0.0,-0.7075688558081689,0.0,-0.0024959444999694824
1627645365.247757,0.0,0.0,-0.7076078121336244,0.0,-0.0011137553956359625
1627645365.2916565,0.0,0.0,-0.7077014090268205,0.0,-0.0026736941654235125
1627645365.3355277,0.0,0.0,-0.707648660751529,0.0,0.0016493722796440125
1627645365.3814917,0.0,0.0,-0.7075125029884308,0.0,0.0025216075591742992
1627645365.4237099,0.0,0.0,-0.7075587416652234,0.0,-0.0014444813132286072
1627645365.4678273,0.0,0.0,-0.7075748084084705,0.0,-0.0004867712559644133
1627645365.4678488,0.0,0.0,-0.7077002550951257,0.0,-0.003299430711194873
1627645365.511423,0.0,0.0,-0.7076146727483683,0.0,0.002592802047729492
1627645365.5435903,0.0,0.0,-0.7076154106281141,0.0,-2.421438694000244e-05
1627645365.5919087,0.0,0.0,-0.7074724633570794,0.0,0.003404560498893261
1627645365.6357746,0.0,0.0,-0.7075694170563139,0.0,-0.003030523657798767
1627645365.6796484,0.0,0.0,-0.7076318243521377,0.0,-0.001057729939930141
1627645365.7234066,0.0,0.0,-0.7076018974195627,0.0,0.0009067130740731955
1627645365.7675698,0.0,0.0,-0.7076450917297357,0.0,-0.0008310262928716838
1627645365.8153203,0.0,0.0,-0.7076116650218331,0.0,0.0010458752512931824
1627645365.864101,0.0,0.0,-0.7075723554057984,0.0,0.0008195638656616211
1627645365.911506,0.0,0.0,-0.70756731729927,0.0,0.0001526240084785968
1627645365.9115224,0.0,0.0,-0.7075396987352501,0.0,0.0005878032534383237
1627645365.9557683,0.0,0.0,-0.707590452655592,0.0,-0.0015397866955026984
1627645365.983463,0.0,0.0,-0.70763805442261,0.0,-0.0014422517269849777
1627645366.0281243,0.0,0.0,-0.7075475744018971,0.0,0.002662048675119877
1627645366.0719886,0.0,0.0,-0.7076052583820526,0.0,-0.0017474998021498322
1627645366.0720143,0.0,0.0,-0.7077519196438073,0.0,-0.003964514471590519
1627645366.116284,0.0,0.0,-0.7076429539706833,0.0,0.00330444541759789
1627645366.156923,0.0,0.0,-0.7076062042687574,0.0,0.001049041748046875
1627645366.2035782,0.0,0.0,-0.7074601425653766,0.0,0.004424290265887976
1627645366.2474558,0.0,0.0,-0.7075753317078969,0.0,-0.0034886780194938183
1627645366.2474697,0.0,0.0,-0.7075371450403517,0.0,0.0008305777446366847
1627645366.292058,0.0,0.0,-0.7075743858306425,0.0,-0.0011279727332293987
1627645366.338223,0.0,0.0,-0.7076256636311398,0.0,-0.001553333131596446
1627645366.3794658,0.0,0.0,-0.7075361298400412,0.0,0.0021828385069966316
1627645366.4274037,0.0,0.0,-0.7075959133807282,0.0,-0.0018143292982131243
1627645366.4715364,0.0,0.0,-0.7077050160648796,0.0,-0.0019472624408081174
1627645366.5155113,0.0,0.0,-0.7076209407342581,0.0,0.0025458408053964376
1627645366.5592232,0.0,0.0,-0.7077450587230455,0.0,-0.002639724873006344
1627645366.603598,0.0,0.0,-0.7076591284417076,0.0,0.0026036391500383615
1627645366.6472495,0.0,0.0,-0.707629093956498,0.0,0.0009094224078580737
1627645366.6472766,0.0,0.0,-0.7074878297492385,0.0,0.0037182318046689034
1627645366.6912582,0.0,0.0,-0.7075669326721665,0.0,-0.002396829193457961
1627645366.7061286,0.0,0.0,-0.7077527268957301,0.0,-0.0037169456481933594
1627645366.7526422,0.0,0.0,-0.7076576906122316,0.0,0.0028808910865336657
1627645366.8080924,0.0,0.0,-0.7076230405279225,0.0,0.001049402984790504
