time,v,omega
1627644974.054601,0.03353085457602489,-0.6646914542397511
1627644974.0649366,0.03353085457602489,-0.6646914542397511
1627644974.0753891,0.03353085457602489,-0.6646914542397511
1627644974.0858355,0.0335257154763563,-0.664742845236437
1627644974.0961366,0.0335257154763563,-0.664742845236437
1627644974.1065738,0.0335257154763563,-0.664742845236437
1627644974.116822,0.0335257154763563,-0.664742845236437
1627644974.1271827,0.0335257154763563,-0.664742845236437
1627644974.1375031,0.033528818315358165,-0.6647118168464183
1627644974.1478362,0.033528818315358165,-0.6647118168464183
1627644974.1582196,0.033528818315358165,-0.6647118168464183
1627644974.1685615,0.033528818315358165,-0.6647118168464183
1627644974.1788368,0.033528818315358165,-0.6647118168464183
1627644974.1892874,0.03353358950209744,-0.6646641049790256
1627644974.1996198,0.03353358950209744,-0.6646641049790256
1627644974.2099183,0.03353358950209744,-0.6646641049790256
1627644974.2203808,0.03353358950209744,-0.6646641049790256
1627644974.2306874,0.03353358950209744,-0.6646641049790256
1627644974.2411356,0.03353095196979068,-0.6646904803020932
1627644974.2515957,0.03353095196979068,-0.6646904803020932
1627644974.2619011,0.03353095196979068,-0.6646904803020932
1627644974.272313,0.03352841802257189,-0.6647158197742811
1627644974.2828557,0.03352841802257189,-0.6647158197742811
1627644974.2931533,0.03352841802257189,-0.6647158197742811
1627644974.3034012,0.03352841802257189,-0.6647158197742811
1627644974.3140895,0.03352841802257189,-0.6647158197742811
1627644974.324561,0.03352914061391086,-0.6647085938608914
1627644974.3348947,0.03352914061391086,-0.6647085938608914
1627644974.345389,0.03352837015639121,-0.6647162984360879
1627644974.35572,0.03352837015639121,-0.6647162984360879
1627644974.3661144,0.03352837015639121,-0.6647162984360879
1627644974.3764548,0.03352837015639121,-0.6647162984360879
1627644974.386899,0.03352837015639121,-0.6647162984360879
1627644974.39739,0.03352947741198677,-0.6647052258801323
1627644974.4078512,0.03352947741198677,-0.6647052258801323
1627644974.4181967,0.03352947741198677,-0.6647052258801323
1627644974.4284852,0.03353063098177607,-0.6646936901822393
1627644974.4389966,0.03353063098177607,-0.6646936901822393
1627644974.4493964,0.03353063098177607,-0.6646936901822393
1627644974.459959,0.03353063098177607,-0.6646936901822393
1627644974.470489,0.03353063098177607,-0.6646936901822393
1627644974.4808128,0.033530297082653315,-0.6646970291734668
1627644974.4912376,0.033530297082653315,-0.6646970291734668
1627644974.5024462,0.033530297082653315,-0.6646970291734668
1627644974.5120757,0.033530297082653315,-0.6646970291734668
1627644974.522407,0.033530297082653315,-0.6646970291734668
1627644974.534326,0.03352506067092427,-0.6647493932907573
1627644974.5431635,0.03352506067092427,-0.6647493932907573
1627644974.5534248,0.03352506067092427,-0.6647493932907573
1627644974.5637383,0.03352506067092427,-0.6647493932907573
1627644974.5741472,0.03352506067092427,-0.6647493932907573
1627644974.5844843,0.033528146575346356,-0.6647185342465365
1627644974.594801,0.033528146575346356,-0.6647185342465365
1627644974.6052487,0.033528146575346356,-0.6647185342465365
1627644974.6156127,0.033528146575346356,-0.6647185342465365
1627644974.6259294,0.03353266972008802,-0.6646733027991198
1627644974.636282,0.03353266972008802,-0.6646733027991198
1627644974.6465151,0.03353266972008802,-0.6646733027991198
1627644974.6568074,0.03353266972008802,-0.6646733027991198
1627644974.667106,0.033530170623995485,-0.6646982937600452
1627644974.677296,0.033530170623995485,-0.6646982937600452
1627644974.687541,0.033530170623995485,-0.6646982937600452
1627644974.7021139,0.033530170623995485,-0.6646982937600452
1627644974.7081661,0.033530170623995485,-0.6646982937600452
1627644974.7184677,0.033530407719830894,-0.6646959228016911
1627644974.7289615,0.033530407719830894,-0.6646959228016911
1627644974.7391827,0.033530407719830894,-0.6646959228016911
1627644974.7494717,0.033530407719830894,-0.6646959228016911
1627644974.7598073,0.03353034502286376,-0.6646965497713624
1627644974.7700763,0.03353034502286376,-0.6646965497713624
1627644974.780364,0.03353034502286376,-0.6646965497713624
1627644974.7907124,0.03353034502286376,-0.6646965497713624
1627644974.8010437,0.033532108229114656,-0.6646789177088535
1627644974.811294,0.033532108229114656,-0.6646789177088535
1627644974.8216705,0.033532108229114656,-0.6646789177088535
1627644974.8319025,0.033532108229114656,-0.6646789177088535
1627644974.8422136,0.033532108229114656,-0.6646789177088535
1627644974.8525722,0.0335302171677895,-0.664697828322105
1627644974.862951,0.0335302171677895,-0.664697828322105
1627644974.8733108,0.0335302171677895,-0.664697828322105
1627644974.8835955,0.0335302171677895,-0.664697828322105
1627644974.8939624,0.03353095038594898,-0.6646904961405102
1627644974.9042,0.03353095038594898,-0.6646904961405102
1627644974.9148862,0.03353095038594898,-0.6646904961405102
1627644974.9251163,0.03353095038594898,-0.6646904961405102
1627644974.9355056,0.03353095038594898,-0.6646904961405102
1627644974.9471614,0.033530653757246245,-0.6646934624275376
1627644974.9562254,0.033530653757246245,-0.6646934624275376
1627644974.9665272,0.033530653757246245,-0.6646934624275376
1627644974.9770458,0.033530653757246245,-0.6646934624275376
1627644974.9874582,0.033529891218690926,-0.6647010878130908
1627644974.997695,0.033529891218690926,-0.6647010878130908
1627644975.0079527,0.033529891218690926,-0.6647010878130908
1627644975.0184822,0.033529891218690926,-0.6647010878130908
1627644975.0287497,0.033529891218690926,-0.6647010878130908
1627644975.0390286,0.03353299867098112,-0.6646700132901888
1627644975.049405,0.03353299867098112,-0.6646700132901888
1627644975.0597575,0.03353299867098112,-0.6646700132901888
1627644975.0700135,0.03353299867098112,-0.6646700132901888
1627644975.0805018,0.03353299867098112,-0.6646700132901888
